action_sequence,anchor_id,condition_label,condition_name,degradation_auc_loss,degradation_l_bd,degradation_p_cliff,episode_id,evolve_step,ge_audc_f,ge_audc_norm_f,ge_boundary_hit,ge_boundary_lambda_star,ge_cell_missing_reason,ge_cell_valid,ge_cliff_flag,ge_cliff_lambda,ge_contract_margin_min,ge_cpsc_lambda_star,ge_degradation_rate,ge_evolve_step_e,ge_hard_boundary_hit,ge_hard_gate_pass,ge_hard_lambda_star,ge_margin_drop_f,ge_margin_hard,ge_margin_soft,ge_max_degradation_rate,ge_monotonicity_violations,ge_near_boundary_hit,ge_ratio_pc,ge_ratio_q,ge_ratio_rec,ge_ratio_safe,ge_ratio_stab,ge_stress_lambda,ge_valid_lambda_coverage,instruction,normalized_cbf_penalty_rate,perturbation_intensity,perturbation_seed,perturbation_type,phase_label,proposition_satisfied_fraction,proposition_satisfied_fraction_source,rebound_baseline_loaded,rebound_baseline_match_level,rebound_c_rec,rebound_c_rec_cog,rebound_c_rec_missing_reason,rebound_c_rec_phy,rebound_c_rec_plan,rebound_c_rec_sim,rebound_c_rec_state_debt,rebound_c_rec_valid,rebound_formal_window_count,rebound_g_rec_total,rebound_num_recovery_windows,rebound_raw_window_count,rebound_skipped_window_count,rebound_tracker_window_count,rebound_tracker_window_open_final,rebound_w_rem_star,replanning_count_0,replanning_count_1,run_id,runtime,safety_collision_rate,safety_score,sim_step_count,stability_beta,stability_beta_action,stability_beta_neighborhood,stability_beta_neighborhood_missing_reason,stability_beta_neighborhood_valid,stability_beta_out,stability_beta_progress,stability_beta_scope,stability_beta_success,stability_beta_vv,stability_clean_ref_strategy,stability_clean_ref_valid,stability_n_clean_ref,stability_p_cbf,stability_value_delta_variance,stress_lambda,subexperiment_name,suite_name,task_family,task_percent_complete,task_state_success,total_step_count,unsafe_rate
"agent0:Explore[bedroom_1]|agent1:Wait[None]|agent0:Rearrange[toy_food_1, chest_of_drawers_36]|agent1:Wait[None]|agent0:Rearrange[toy_food_1, within, chest_of_drawers_37, None, None]|agent1:Wait[None]|agent0:Rearrange[toy_fire_truck_0, within, chest_of_drawers_37, None, None]|agent1:Wait[None]|agent0:Done[None]|agent1:Done[None]",78,default,default,1030.0,,1.0,78,0,1.016219807161631,1.016219807161631,0,1.0,,1,1,0.6,0.21954631928476287,1.0,0.0,0,0,1,1.0,-0.4703610199633659,0.010521209998096914,0.21954631928476287,1.8822837208319596,4,0,1.4285714285714286,1.4285714285714286,1.444897088110031,2.0,1.010521209998097,0.4,1.0,Put the toy food and the toy fire truck on the other chest of drawers in the bedroom.,,0.4,0,irrelevant_perturbation,stress_sweep,1.0,task_percent_complete_fallback,1.0,exact,18.67976676325469,35.74195279050736,,26.86206803923903,,,0.0,1.0,1.0,541.7132548141528,1.0,1.0,0.0,1.0,0.0,29.0,5.0,5.0,0,145.51936197280884,,,1029.0,0.7283817901848632,0.5833333333333334,0.14583333333333334,,1,0.2916666666666667,0.0,neighborhood_M=5_Pi=1,0.0,0.0,medoid,1,1,0.0,0.0054041300900280476,0.4,ge_capacity_validity,expq1,placement_only,1.0,1.0,0,
"agent0:Rearrange[sushi_mat, table_29]|agent1:Rearrange[ramekin, table_29]|agent0:Wait[None]|agent1:Wait[None]|agent0:Rearrange[sushi_mat, on, table_29, None, None]|agent1:Rearrange[ramekin, on, table_29, None, None]|agent0:Explore[dining_room_1]|agent1:Wait[None]|agent0:Rearrange[sushi_mat_0, on, table_29, None, None]|agent1:Rearrange[ramekin_1, on, table_29, None, None]|agent0:Rearrange[spoon_2, on, table_29, None, None]|agent1:Wait[None]|agent0:Wait[None]|agent1:Rearrange[ramekin_1, on, table_29, None, None]|agent0:Done[None]|agent1:Done[None]",60,default,default,1427.0,,1.0,60,0,1.016219807161631,1.016219807161631,0,1.0,,1,1,0.6,0.21954631928476287,1.0,0.0,0,0,1,1.0,-0.4703610199633659,0.010521209998096914,0.21954631928476287,1.8822837208319596,4,0,1.4285714285714286,1.4285714285714286,1.444897088110031,2.0,1.010521209998097,0.4,1.0,"Move the sushi mat, ramekin, and spoon from the dining room table to the entryway table.",,0.4,0,irrelevant_perturbation,stress_sweep,1.0,task_percent_complete_fallback,1.0,exact,140.9029314944999,250.99987450006273,,245.49987725006136,,,0.9999995000002498,1.0,1.0,281.8060038919313,1.0,1.0,0.0,1.0,0.0,2.0,8.0,8.0,0,230.81910181045532,,,1423.0,0.6801002216457033,0.6875,0.171875,,1,0.34375,0.0,neighborhood_M=5_Pi=1,0.0,0.0,medoid,1,1,67.0,0.0022980899084359407,0.4,ge_capacity_validity,expq1,placement_only,1.0,1.0,0,
"agent0:Explore[dining_room_1]|agent1:Wait[None]|agent0:Rearrange[stuffed_toy_0, chair_32]|agent1:Rearrange[toy pineapple, chair_33]|agent0:Explore[dining_room_1]|agent1:Wait[None]|agent0:Rearrange[stuffed_toy_0, on, chair_32, None, None]|agent1:Rearrange[toy_pineapple_1, on, chair_33, None, None]|agent0:Wait[None]|agent1:Rearrange[toy_pineapple_1, on, chair_33, None, None]|agent0:Done[None]|agent1:Done[None]",81,default,default,1479.0,,1.0,81,0,1.016219807161631,1.016219807161631,0,1.0,,1,1,0.6,0.21954631928476287,1.0,0.0,0,0,1,1.0,-0.4703610199633659,0.010521209998096914,0.21954631928476287,1.8822837208319596,4,0,1.4285714285714286,1.4285714285714286,1.444897088110031,2.0,1.010521209998097,0.4,1.0,Move the stuffed toy and toy pineapple from the dining room to the living room. Place them on a chair.,,0.4,0,irrelevant_perturbation,stress_sweep,1.0,task_percent_complete_fallback,1.0,exact,24.223177445034487,43.431607697760654,,41.24137788822835,,,0.40229883670233907,1.0,1.0,702.4721701291776,1.0,1.0,0.0,1.0,0.0,29.0,6.0,6.0,0,229.46077704429626,,,1477.0,0.7152959848499327,0.7222222222222222,0.18055555555555555,,1,0.3611111111111111,0.0,neighborhood_M=5_Pi=1,0.0,0.0,medoid,1,1,35.0,0.0014682277105748653,0.4,ge_capacity_validity,expq1,placement_only,1.0,1.0,0,
"agent0:Rearrange[kettle_0, stool_18]|agent1:Rearrange[potato_0, stool_18]|agent0:Explore[kitchen_1]|agent1:Wait[None]|agent0:Rearrange[kettle_0, on, stool_18, None, None]|agent1:Rearrange[potato_1, on, stool_18, None, None]|agent0:Wait[None]|agent1:Rearrange[potato_1, on, stool_18, None, None]|agent0:Done[None]|agent1:Done[None]",80,default,default,979.0,,1.0,80,0,1.016219807161631,1.016219807161631,0,1.0,,1,1,0.6,0.21954631928476287,1.0,0.0,0,0,1,1.0,-0.4703610199633659,0.010521209998096914,0.21954631928476287,1.8822837208319596,4,0,1.4285714285714286,1.4285714285714286,1.444897088110031,2.0,1.010521209998097,0.4,1.0,Move the kettle and potato from the counter to the stool in the kitchen.,,0.4,0,irrelevant_perturbation,stress_sweep,1.0,task_percent_complete_fallback,1.0,exact,14.63126355327567,28.08678064068572,,20.44827515695603,,,0.41379308917954877,1.0,1.0,424.306657676258,1.0,1.0,0.0,1.0,0.0,29.0,5.0,5.0,0,140.08618569374084,,,977.0,0.633383473180566,0.625,0.15625,,1,0.3125,0.0,neighborhood_M=5_Pi=1,0.0,0.0,medoid,1,1,36.0,0.005492334254086018,0.4,ge_capacity_validity,expq1,placement_only,1.0,1.0,0,
"agent0:Explore[living_room_1]|agent1:Explore[living_room_1]|agent0:Rearrange[cellphone_0, table_14]|agent1:Rearrange[phone_stand_1, table_14]|agent0:Rearrange[cellphone_0, on, table_15, None, phone_stand_1]|agent1:Rearrange[phone_stand_1, on, table_15, None, cellphone_0]|agent0:Rearrange[cellphone_0, next_to, table_15, next_to, phone_stand_1]|agent1:Rearrange[phone_stand_1, next_to, table_15, next_to, cellphone_0]|agent0:Place[cellphone_0, on, table_15]|agent1:Place[phone_stand_1, on, table_15]|agent0:Place[cellphone_0, on, table_15, next_to, None]|agent1:Place[phone_stand_1, on, table_15, next_to, cellphone_0]|agent0:Place[cellphone_0, on, table_15]|agent1:Place[phone_stand_1, on, table_15, next_to, cellphone_0]|agent0:Place[cellphone_0, on, table_15]|agent1:Place[phone_stand_1, on, table_15]|agent0:Place[cellphone_0, on, table_15]|agent1:Place[phone_stand_1, on, table_15]|agent0:Place[cellphone_0, on, table_15]|agent1:Place[phone_stand_1, on, table_15]|agent0:Rearrange[cellphone_0, on, table_15, None, None]|agent1:Rearrange[phone_stand_1, on, table_15, None, cellphone_0]|agent0:Place[cellphone_0, on, table_15]|agent1:Place[phone_stand_1, on, table_15]|agent0:Place[cellphone_0, on, table_15]|agent1:Place[phone_stand_1, on, table_15]|agent0:Rearrange[cellphone_0, on, table_15, None, None]|agent1:Rearrange[phone_stand_1, on, table_15, None, cellphone_0]|agent0:Rearrange[cellphone_0, on, table_15, None, None]|agent1:Rearrange[phone_stand_1, on, table_15, None, cellphone_0]|agent0:Pick[cellphone_0]|agent1:Pick[phone_stand_1]|agent0:Place[cellphone_0, on, table_15]|agent1:Place[phone_stand_1, on, table_15]|agent0:Rearrange[cellphone_0, on, table_15, None, None]|agent1:Rearrange[phone_stand_1, on, table_15, None, cellphone_0]|agent0:Rearrange[cellphone_0, on, table_15, None, None]|agent1:Rearrange[phone_stand_1, on, table_15, None, cellphone_0]|agent0:Rearrange[cellphone_0, on, table_15, None, None]|agent1:Rearrange[phone_stand_1, on, table_15, None, cellphone_0]|agent0:Place[cellphone_0, on, table_15]|agent1:Place[phone_stand_1, on, table_15]|agent0:Place[cellphone_0, on, table_15]|agent1:Place[phone_stand_1, on, table_15]|agent0:Rearrange[cellphone_0, on, table_15, None, None]|agent1:Rearrange[phone_stand_1, on, table_15, None, cellphone_0]|agent0:Place[cellphone_0, on, table_15]|agent1:Place[phone_stand_1, on, table_15]|agent0:Place[cellphone_0, on, table_15]|agent1:Place[phone_stand_1, on, table_15]|agent0:Place[cellphone_0, on, table_15]|agent1:Place[phone_stand_1, on, table_15]|agent0:Place[cellphone_0, on, table_15]|agent1:Place[phone_stand_1, on, table_15]|agent0:Done[None]|agent1:Done[None]",126,default,default,994.0,,1.0,126,0,0.5367465518646957,0.5367465518646957,1,,,1,1,0.4,-0.6428571428571428,,1.6289539690187431,0,1,0,,0.11654454115533674,-0.6428571428571428,-0.6428571428571428,1.6289539690187431,3,0,0.35714285714285715,0.35714285714285715,0.8040458406776643,2.0,0.6515815876074974,0.4,1.0,"Help me create a relaxing atmosphere in the living room. Place the phone and phone stand on the coffee table, next to each other.",,0.4,0,irrelevant_perturbation,stress_sweep,0.0,task_percent_complete_fallback,1.0,exact,9.549196407726768,1.2432432096420756,,21.810810221329454,,,2.6846846121256323,1.0,2.0,353.3202766350868,2.0,2.0,0.0,2.0,0.0,37.0,28.0,28.0,0,301.5624361038208,,,975.0,0.2830825150993755,0.8148148148148148,0.4027777777777778,,1,0.8055555555555556,1.0,neighborhood_M=5_Pi=1,1.0,0.0,medoid,1,1,298.0,0.00604530842974782,0.4,ge_capacity_validity,expq1,spatial_relation,0.0,0.0,0,
"agent0:Explore[bedroom_1]|agent1:Explore[bedroom_2]|agent0:Wait[None]|agent1:Wait[None]|agent0:Rearrange[cushion_0, chair_28]|agent1:Rearrange[toy_construction_set_1, table_10]|agent0:Rearrange[cushion_0, on, chair_28, None, None]|agent1:Rearrange[toy_construction_set_1, on, table_10, None, None]|agent0:Place[cushion_0, on, chair_28, None, None]|agent1:Wait[None]|agent0:Navigate[living_room_1]|agent1:Wait[None]|agent0:Place[cushion_0, on, chair_29, None, None]|agent1:Wait[None]|agent0:Wait[None]|agent1:Wait[None]|agent0:Navigate[chair_29]|agent1:Wait[None]|agent0:Place[cushion_0, on, chair_29, None, None]|agent1:Wait[None]|agent0:Done[None]|agent1:Done[None]",1,default,default,1482.0,,1.0,1,0,1.016219807161631,1.016219807161631,0,1.0,,1,1,0.6,0.21954631928476287,1.0,0.0,0,0,1,1.0,-0.4703610199633659,0.010521209998096914,0.21954631928476287,1.8822837208319596,4,0,1.4285714285714286,1.4285714285714286,1.444897088110031,2.0,1.010521209998097,0.4,1.0,Help me move the cushion from the bedroom chair to the living room chair. Move the toy construction set from the bedroom table to the living room table.,,0.4,0,irrelevant_perturbation,stress_sweep,1.0,task_percent_complete_fallback,1.0,exact,16.58612741094127,8.690229585394382,,37.448274570749156,,,0.48275860404280657,1.0,3.0,480.9977115034243,3.0,3.0,0.0,3.0,0.0,29.0,11.0,11.0,0,263.0308141708374,,,1478.0,0.7362753036437246,0.7,0.175,,1,0.35,0.0,neighborhood_M=5_Pi=1,0.0,0.0,medoid,1,1,42.0,0.053179241716861725,0.4,ge_capacity_validity,expq1,placement_only,1.0,1.0,0,
"agent0:Explore[entryway_1]|agent1:Wait[None]|agent0:Rearrange[cup_0, bench_51]|agent1:Rearrange[toy_food_2, bench_51]|agent0:Rearrange[cup_0, on, bench_51, None, None]|agent1:Rearrange[squeezer_1, on, bench_51, None, None]|agent0:Wait[None]|agent1:Rearrange[squeezer_1, on, bench_51, None, None]|agent0:Rearrange[toy_food_2, on, bench_51, None, None]|agent1:Wait[None]|agent0:Done[None]|agent1:Done[None]",11,default,default,1266.0,,1.0,11,0,1.016219807161631,1.016219807161631,0,1.0,,1,1,0.6,0.21954631928476287,1.0,0.0,0,0,1,1.0,-0.4703610199633659,0.010521209998096914,0.21954631928476287,1.8822837208319596,4,0,1.4285714285714286,1.4285714285714286,1.444897088110031,2.0,1.010521209998097,0.4,1.0,"Put the mug, squeezer, and toy food on the bench in the entryway.",,0.4,0,irrelevant_perturbation,stress_sweep,1.0,task_percent_complete_fallback,1.0,exact,12.49161908323709,27.39712549205314,,9.1379307193817,,,0.5632183713832749,1.0,1.0,362.2569659054947,1.0,1.0,0.0,1.0,0.0,29.0,6.0,6.0,0,219.72571682929993,,,1264.0,0.733307157316482,0.8529411764705882,0.21323529411764705,,1,0.4264705882352941,0.0,neighborhood_M=5_Pi=1,0.0,0.0,medoid,1,1,49.0,0.0002335361496079713,0.4,ge_capacity_validity,expq1,placement_only,1.0,1.0,0,
"agent0:Rearrange[credit_card_0, bedroom_1]|agent1:Wait[None]|agent0:Navigate[hallway_1]|agent1:Wait[None]|agent0:Rearrange[credit_card_0, on, table_22, None, None]|agent1:Wait[None]|agent0:Done[None]|agent1:Done[None]",9,default,default,417.0,,1.0,9,0,1.016219807161631,1.016219807161631,0,1.0,,1,1,0.6,0.21954631928476287,1.0,0.0,0,0,1,1.0,-0.4703610199633659,0.010521209998096914,0.21954631928476287,1.8822837208319596,4,0,1.4285714285714286,1.4285714285714286,1.444897088110031,2.0,1.010521209998097,0.4,1.0,Take the credit card from the hallway to the bedroom and put it on the bedside table.,,0.4,0,irrelevant_perturbation,stress_sweep,1.0,task_percent_complete_fallback,1.0,exact,6.4960738482414495,14.362643182897363,,4.689655010701551,,,0.0,1.0,1.0,188.3861480950759,1.0,1.0,0.0,1.0,0.0,29.0,4.0,4.0,0,66.45493412017822,,,416.0,0.7549008667881344,0.625,0.15625,,1,0.3125,0.0,neighborhood_M=5_Pi=1,0.0,0.0,medoid,1,1,0.0,0.0011708111269399524,0.4,ge_capacity_validity,expq1,placement_only,1.0,1.0,0,
"agent0:Wait[None]|agent1:Wait[None]|agent0:Rearrange[toy_vehicle, table_16]|agent1:Rearrange[toy_animal, table_16]|agent0:Explore[bedroom_1]|agent1:Wait[None]|agent0:Rearrange[toy_vehicle_1, on, table_16, None, None]|agent1:Wait[None]|agent0:Wait[None]|agent1:Rearrange[toy_animal_2, on, table_16, next_to, toy_vehicle_1]|agent0:Done[None]|agent1:Done[None]",125,default,default,1450.0,,1.0,125,0,0.5367465518646957,0.5367465518646957,1,,,1,1,0.4,-0.6428571428571428,,1.6289539690187431,0,1,0,,0.11654454115533674,-0.6428571428571428,-0.6428571428571428,1.6289539690187431,3,0,0.35714285714285715,0.35714285714285715,0.8040458406776643,2.0,0.6515815876074974,0.4,1.0,Help me tidy up the bedroom. Move the toy vehicle and toy animal from the chest of drawers to the table. Place them next to each other. Leave the toy construction set where it is.,,0.4,0,irrelevant_perturbation,stress_sweep,0.5,task_percent_complete_fallback,1.0,exact,20.318145304072548,41.977925087684845,,23.18017912726271,,,0.0,1.0,2.0,719.434947954508,2.0,2.0,0.0,2.0,0.0,19.25,6.0,6.0,0,242.80751299858093,,,1447.0,0.7127307147646333,0.75,0.203125,,1,0.40625,0.0,neighborhood_M=5_Pi=1,0.0,0.0,medoid,1,1,0.0,0.0006897816201671958,0.4,ge_capacity_validity,expq1,spatial_relation,0.5,0.0,0,
"agent0:Navigate[dining_room_1]|agent1:Wait[None]|agent0:Rearrange[plate_0, table_21]|agent1:Rearrange[plate_1, table_21]|agent0:Explore[dining_room_1]|agent1:Wait[None]|agent0:Rearrange[plate_0, on, table_21, None, None]|agent1:Rearrange[plate_1, on, table_21, None, None]|agent0:Wait[None]|agent1:Rearrange[plate_1, on, table_21, None, None]|agent0:Rearrange[plate_2, on, table_21, None, None]|agent1:Rearrange[plate_3, on, table_21, None, None]|agent0:Rearrange[glass_4, on, table_21, None, None]|agent1:Wait[None]|agent0:Rearrange[glass_5, on, table_21, None, None]|agent1:Place[plate_3, on, table_21, None, None]|agent0:Rearrange[glass_6, on, table_21, None, None]|agent1:Rearrange[glass_7, on, table_21, None, None]|agent0:Wait[None]|agent1:Rearrange[glass_7, on, table_21, None, None]|agent0:Rearrange[glass_6, on, table_21, None, None]|agent1:Rearrange[fork_10, on, table_21, None, None]|agent0:Rearrange[glass_5, on, table_21, None, None]|agent1:Rearrange[fork_11, on, table_21, None, None]|agent0:Rearrange[fork_10, on, table_21, None, None]|agent1:Rearrange[fork_8, on, table_21, None, None]|agent0:Wait[None]|agent1:Rearrange[fork_8, on, table_21, None, None]|agent0:Rearrange[glass_6, on, table_21, None, None]|agent1:Rearrange[fork_9, on, table_21, None, None]|agent0:Rearrange[fork_8, on, table_21, None, None]|agent1:Wait[None]|agent0:Rearrange[fork_11, on, table_21, None, None]|agent1:Place[fork_9, on, table_21, None, None]|agent0:Wait[None]|agent1:Navigate[table_21]|agent0:Rearrange[fork_11, on, table_21, None, None]|agent1:Place[fork_9, on, table_21, None, None]|agent0:Rearrange[fork_11, on, table_21, None, None]|agent1:Wait[None]|agent0:Done[None]|agent1:Done[None]",129,default,default,3550.0,,1.0,129,0,0.5367465518646957,0.5367465518646957,1,,,1,1,0.4,-0.6428571428571428,,1.6289539690187431,0,1,0,,0.11654454115533674,-0.6428571428571428,-0.6428571428571428,1.6289539690187431,3,0,0.35714285714285715,0.35714285714285715,0.8040458406776643,2.0,0.6515815876074974,0.4,1.0,"Help me set the table for 2 people in the dining room. Place 2 plates, 2 glasses, and 2 forks at each setting, and make sure to place them next to each other.",,0.4,0,irrelevant_perturbation,stress_sweep,1.0,task_percent_complete_fallback,1.0,exact,66.7415655364326,122.64858584737516,,105.29723688389684,,,1.2342342008765546,1.0,2.0,629.0925214542297,2.0,2.0,0.0,2.0,0.0,19.25,21.0,21.0,0,1943.9114818572998,,,3548.0,0.7597657201874521,0.8444444444444444,0.2111111111111111,,1,0.4222222222222222,0.0,neighborhood_M=5_Pi=1,0.0,0.0,medoid,1,1,208.0,0.0005117635009810328,0.4,ge_capacity_validity,expq1,spatial_relation,1.0,1.0,0,
"agent0:Wait[None]|agent1:Wait[None]|agent0:Explore[living_room_1]|agent1:Explore[living_room_1]|agent0:Wait[None]|agent1:Explore[living_room_1]|agent0:Explore[bedroom_1]|agent1:Explore[bedroom_1]|agent0:Rearrange[toy_fire_truck_0, chest_of_drawers_36]|agent1:Rearrange[toy_food_1, chest_of_drawers_40]|agent0:Rearrange[toy_fire_truck_0, on, chest_of_drawers_36, None, None]|agent1:Rearrange[toy_food_1, on, chest_of_drawers_40, None, None]|agent0:Wait[None]|agent1:Rearrange[toy_food_1, on, chest_of_drawers_40, None, None]|agent0:Rearrange[toy_food_2, on, chest_of_drawers_40, None, None]|agent1:Rearrange[toy_food_3, on, chest_of_drawers_40, None, None]|agent0:Wait[None]|agent1:Rearrange[toy_food_3, on, chest_of_drawers_40, None, None]|agent0:Rearrange[stuffed_toy_4, on, bed_22, None, None]|agent1:Wait[None]|agent0:Done[None]|agent1:Done[None]",79,default,default,2498.0,,1.0,79,0,1.016219807161631,1.016219807161631,1,1.0,,1,1,0.6,-0.15691042488162898,1.0,1.8822837208319596,0,1,0,1.0,-0.4703610199633659,-0.3243420597613549,-0.15691042488162898,1.8822837208319596,4,0,1.4285714285714286,1.4285714285714286,0.6756579402386451,2.0,1.010521209998097,0.6,1.0,Move the toy fire truck to the chest of drawers. Put the toy food items in a new chest of drawers. Place the stuffed toy on the bed.,,0.6,0,irrelevant_perturbation,stress_sweep,1.0,task_percent_complete_fallback,1.0,none,0.0,0.0,stage_baseline_segment_missing,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,11.0,11.0,0,666.2738420963287,,,2495.0,0.7226685274118188,0.8452380952380952,0.3863095238095238,,1,0.7726190476190476,0.4,neighborhood_M=5_Pi=1,1.0,0.0,medoid,1,1,307.0,0.0004609772004187107,0.6,ge_capacity_validity,expq1,placement_only,1.0,1.0,0,
"agent0:Explore[kitchen_1]|agent1:Wait[None]|agent0:Rearrange[sushi_mat_0, table_14]|agent1:Wait[None]|agent0:Rearrange[sushi_mat_0, on, table_14, None, None]|agent1:Wait[None]|agent0:Done[None]|agent1:Done[None]",127,default,default,893.0,,1.0,127,0,1.016219807161631,1.016219807161631,1,1.0,,1,1,0.6,-0.15691042488162898,1.0,1.8822837208319596,0,1,0,1.0,-0.4703610199633659,-0.3243420597613549,-0.15691042488162898,1.8822837208319596,4,0,1.4285714285714286,1.4285714285714286,0.6756579402386451,2.0,1.010521209998097,0.6,1.0,Move the sushi mat from the kitchen counter to the living room table.,,0.6,0,irrelevant_perturbation,stress_sweep,1.0,task_percent_complete_fallback,1.0,exact,15.96616168642639,30.931033416171253,,21.965516483947706,,,0.0,1.0,1.0,463.01870487252705,1.0,1.0,0.0,1.0,0.0,29.0,4.0,4.0,0,120.68343043327332,,,892.0,0.7262979479569791,0.75,0.19791666666666666,,1,0.3958333333333333,0.0,neighborhood_M=5_Pi=1,0.0,0.0,medoid,1,1,0.0,0.0008514956571161747,0.6,ge_capacity_validity,expq1,placement_only,1.0,1.0,0,
"agent0:Rearrange[toy_food, chest_of_drawers_37]|agent1:Rearrange[toy_fire_truck, chest_of_drawers_37]|agent0:Explore[bedroom_1]|agent1:Wait[None]|agent0:Rearrange[toy_food_1, on, chest_of_drawers_36, None, None]|agent1:Rearrange[toy_fire_truck_0, on, chest_of_drawers_36, None, None]|agent0:Wait[None]|agent1:Wait[None]|agent0:Rearrange[toy_food_1, on, chest_of_drawers_36, None, None]|agent1:Rearrange[toy_fire_truck_0, on, chest_of_drawers_36, None, None]|agent0:Wait[None]|agent1:Rearrange[toy_fire_truck_0, on, chest_of_drawers_36, None, None]|agent0:Done[None]|agent1:Done[None]",78,default,default,1086.0,,1.0,78,0,1.016219807161631,1.016219807161631,1,1.0,,1,1,0.6,-0.15691042488162898,1.0,1.8822837208319596,0,1,0,1.0,-0.4703610199633659,-0.3243420597613549,-0.15691042488162898,1.8822837208319596,4,0,1.4285714285714286,1.4285714285714286,0.6756579402386451,2.0,1.010521209998097,0.6,1.0,Put the toy food and the toy fire truck on the other chest of drawers in the bedroom.,,0.6,0,irrelevant_perturbation,stress_sweep,1.0,task_percent_complete_fallback,1.0,exact,17.06359130721508,33.08678046827193,,23.3793095386445,,,0.24137930202140329,1.0,1.0,494.84416497282865,1.0,1.0,0.0,1.0,0.0,29.0,7.0,7.0,0,207.3930857181549,,,1083.0,0.7457381198909435,0.5833333333333334,0.14583333333333334,,1,0.2916666666666667,0.0,neighborhood_M=5_Pi=1,0.0,0.0,medoid,1,1,21.0,0.050030529499053955,0.6,ge_capacity_validity,expq1,placement_only,1.0,1.0,0,
